pais,año,indice_quiebras_eurostat
Hungary,2023,361.1
Hungary,2024,270.2
Hungary,2025,269.2
Iceland,2015,63.3
Iceland,2016,73.3
Iceland,2017,93.3
Iceland,2018,106.7
Iceland,2019,73.3
Iceland,2020,93.3
Iceland,2021,100.0
Iceland,2022,33.3
Iceland,2023,126.7
Iceland,2024,63.3
Iceland,2025,146.7
Italy,2015,136.0
Italy,2016,114.0
Italy,2017,103.7
Italy,2018,100.8
Italy,2019,103.7
Italy,2020,80.9
Italy,2021,100.0
Italy,2022,83.6
Italy,2023,92.6
Italy,2024,109.5
Italy,2025,118.4
Lithuania,2015,231.7
Lithuania,2016,301.2
Lithuania,2017,281.7
Lithuania,2018,224.4
Lithuania,2019,192.7
Lithuania,2020,93.9
Lithuania,2021,100.0
Lithuania,2022,119.5
Lithuania,2023,95.1
Lithuania,2024,161.0
Lithuania,2025,108.5
Luxembourg,2015,103.2
Luxembourg,2016,119.4
Luxembourg,2017,106.5
Luxembourg,2018,96.8
Luxembourg,2019,90.3
Luxembourg,2020,100.0
Luxembourg,2021,100.0
Luxembourg,2022,106.5
Luxembourg,2023,103.2
Luxembourg,2024,77.4
Luxembourg,2025,93.5
Latvia,2015,471.4
Latvia,2016,392.9
Latvia,2017,357.1
Latvia,2018,314.3
Latvia,2019,300.0
Latvia,2020,214.3
Latvia,2021,100.0
Latvia,2022,192.9
Latvia,2023,57.1
Latvia,2024,142.9
Latvia,2025,100.0
Montenegro,2021,100.0
Montenegro,2022,65.0
Montenegro,2023,70.0
Montenegro,2024,80.0
Montenegro,2025,
North Macedonia,2020,143.8
North Macedonia,2021,100.0
North Macedonia,2022,118.8
North Macedonia,2023,93.8
North Macedonia,2024,100.0
North Macedonia,2025,150.0
Netherlands,2015,187.7
Netherlands,2016,183.8
Netherlands,2017,150.8
Netherlands,2018,163.8
Netherlands,2019,163.8
Netherlands,2020,164.6
Netherlands,2021,100.0
Netherlands,2022,104.6
Netherlands,2023,182.3
Netherlands,2024,231.5
Netherlands,2025,172.3
Norway,2015,100.6
Norway,2016,92.1
Norway,2017,112.2
Norway,2018,114.6
Norway,2019,114.0
Norway,2020,108.5
Norway,2021,100.0
Norway,2022,89.6
Norway,2023,103.7
Norway,2024,109.1
Norway,2025,117.7
Poland,2015,190.5
Poland,2016,85.7
Poland,2017,119.0
Poland,2018,181.0
Poland,2019,204.8
Poland,2020,185.7
Poland,2021,100.0
Poland,2022,109.5
Poland,2023,66.7
Poland,2024,138.1
Poland,2025,166.7
Portugal,2015,218.0
Portugal,2016,185.4
Portugal,2017,124.7
Portugal,2018,111.2
Portugal,2019,116.9
Portugal,2020,111.2
Portugal,2021,100.0
Portugal,2022,105.6
Portugal,2023,116.9
Portugal,2024,118.0
Portugal,2025,166.3
Romania,2015,104.0
Romania,2016,43.0
Romania,2017,48.9
Romania,2018,60.5
Romania,2019,87.0
Romania,2020,93.9
Romania,2021,100.0
Romania,2022,53.8
Romania,2023,55.0
Romania,2024,62.2
Romania,2025,82.6
Serbia,2021,
Serbia,2022,
Serbia,2023,
Serbia,2024,
Serbia,2025,
Sweden,2021,100.0
Sweden,2022,96.2
Sweden,2023,112.9
Sweden,2024,139.7
Sweden,2025,151.2
Slovenia,2015,81.8
Slovenia,2016,72.7
Slovenia,2017,70.1
Slovenia,2018,107.8
Slovenia,2019,133.8
Slovenia,2020,102.6
Slovenia,2021,100.0
Slovenia,2022,137.7
Slovenia,2023,114.3
Slovenia,2024,153.2
Slovenia,2025,164.9
Slovakia,2015,15.5
Slovakia,2016,15.5
Slovakia,2017,46.4
Slovakia,2018,129.8
Slovakia,2019,147.6
Slovakia,2020,111.9
Slovakia,2021,100.0
Slovakia,2022,66.7
Slovakia,2023,66.7
Slovakia,2024,82.1
Slovakia,2025,96.4
Ukraine,2021,100.0
Ukraine,2022,118.2
Ukraine,2023,140.9
Ukraine,2024,113.6
Ukraine,2025,109.1
Kosovo*,2021,100.0
Kosovo*,2022,116.1
Kosovo*,2023,107.0
Kosovo*,2024,106.3
Kosovo*,2025,67.1
Austria,2020,-44.6
Austria,2021,35.3
Austria,2022,25.2
Austria,2023,-1.1
Austria,2024,14.7
Austria,2025,12.7
Belgium,2015,-8.4
Belgium,2016,-8.0
Belgium,2017,22.0
Belgium,2018,-4.2
Belgium,2019,10.5
Belgium,2020,-26.0
Belgium,2021,13.9
Belgium,2022,35.8
Belgium,2023,12.3
Belgium,2024,11.7
Belgium,2025,14.9
Bulgaria,2015,-14.7
Bulgaria,2016,-12.9
Bulgaria,2017,11.9
Bulgaria,2018,-14.2
Bulgaria,2019,7.2
Bulgaria,2020,-39.4
Bulgaria,2021,-1.6
Bulgaria,2022,22.6
Bulgaria,2023,-22.3
Bulgaria,2024,16.9
Bulgaria,2025,-13.0
Cyprus,2016,0.0
Cyprus,2017,-66.7
Cyprus,2018,200.0
Cyprus,2019,-33.3
Czechia,2022,12.4
Czechia,2023,7.1
Czechia,2024,40.9
Czechia,2025,7.1
Germany,2015,-16.9
Germany,2016,-4.3
Germany,2017,-4.5
Germany,2018,-3.8
Germany,2019,7.0
Germany,2020,-19.0
Germany,2021,-7.0
Germany,2022,7.9
Germany,2023,2.3
Germany,2024,14.9
Germany,2025,9.3
Denmark,2015,-9.6
Denmark,2016,41.7
Denmark,2017,33.8
Denmark,2018,21.2
Denmark,2019,50.3
Denmark,2020,-41.8
Denmark,2021,55.0
Denmark,2022,-5.3
Denmark,2023,-8.3
Denmark,2024,-13.7
Denmark,2025,29.8
Euro area - 19 countries  (2015-2022),2015,-7.7
Euro area - 19 countries  (2015-2022),2016,-4.6
Euro area - 19 countries  (2015-2022),2017,-3.4
Euro area - 19 countries  (2015-2022),2018,5.8
Euro area - 19 countries  (2015-2022),2019,3.1
Euro area - 19 countries  (2015-2022),2020,-27.3
Euro area - 19 countries  (2015-2022),2021,10.5
Euro area - 19 countries  (2015-2022),2022,23.0
Euro area - 19 countries  (2015-2022),2023,7.3
Euro area – 20 countries (2023-2025),2015,-7.7
Euro area – 20 countries (2023-2025),2016,-3.3
Euro area – 20 countries (2023-2025),2017,-3.7
Euro area – 20 countries (2023-2025),2018,5.4
Euro area – 20 countries (2023-2025),2019,2.9
Euro area – 20 countries (2023-2025),2020,-27.1
Euro area – 20 countries (2023-2025),2021,11.0
Euro area – 20 countries (2023-2025),2022,29.7
Euro area – 20 countries (2023-2025),2023,17.4
Euro area – 20 countries (2023-2025),2024,35.8
Euro area – 20 countries (2023-2025),2025,16.8
Euro area – 21 countries (from 2026),2015,-7.9
Euro area – 21 countries (from 2026),2016,-3.6
Euro area – 21 countries (from 2026),2017,-3.2
Euro area – 21 countries (from 2026),2018,4.6
Euro area – 21 countries (from 2026),2019,3.1
Euro area – 21 countries (from 2026),2020,-27.5
Euro area – 21 countries (from 2026),2021,10.6
Euro area – 21 countries (from 2026),2022,29.5
Euro area – 21 countries (from 2026),2023,16.6
Euro area – 21 countries (from 2026),2024,35.6
Euro area – 21 countries (from 2026),2025,16.5
Estonia,2015,-7.7
Estonia,2016,-8.3
Estonia,2017,-9.1
Estonia,2018,0.0
Estonia,2019,10.0
Estonia,2020,0.0
Estonia,2021,-45.4
Estonia,2022,-50.0
Estonia,2023,100.0
Estonia,2024,50.0
Estonia,2025,22.2
Greece,2022,
Greece,2023,
Greece,2024,
Greece,2025,
Spain,2015,-35.1
Spain,2016,-16.0
Spain,2017,19.0
Spain,2018,22.4
Spain,2019,11.0
Spain,2020,-12.6
Spain,2021,135.8
Spain,2022,43.3
Spain,2023,-7.5
Spain,2024,40.5
Spain,2025,17.5
European Union - 27 countries (from 2020),2015,-14.9
European Union - 27 countries (from 2020),2016,-18.4
European Union - 27 countries (from 2020),2017,1.7
European Union - 27 countries (from 2020),2018,12.7
European Union - 27 countries (from 2020),2019,6.5
European Union - 27 countries (from 2020),2020,-21.8
European Union - 27 countries (from 2020),2021,-3.9
European Union - 27 countries (from 2020),2022,21.4
European Union - 27 countries (from 2020),2023,13.9
European Union - 27 countries (from 2020),2024,33.9
European Union - 27 countries (from 2020),2025,16.0
Finland,2021,38.9
Finland,2022,2.6
Finland,2023,15.7
Finland,2024,2.1
Finland,2025,24.4
France,2015,-3.0
France,2016,-0.3
France,2017,4.9
France,2018,11.8
France,2019,2.4
France,2020,-41.6
France,2021,-3.8
France,2022,48.1
France,2023,31.3
France,2024,30.9
France,2025,6.8
Croatia,2016,354.9
Croatia,2017,-22.6
Croatia,2018,-23.8
Croatia,2019,-13.2
Croatia,2020,-12.1
Croatia,2021,59.5
Croatia,2022,43.8
Croatia,2023,-16.5
Croatia,2024,-5.2
Croatia,2025,-7.9
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,
Hungary,2022,63.0
Hungary,2023,121.5
Hungary,2024,-25.2
Hungary,2025,-0.4
Iceland,2015,-36.7
Iceland,2016,15.8
Iceland,2017,27.3
Iceland,2018,14.4
Iceland,2019,-31.3
Iceland,2020,27.3
Iceland,2021,7.2
Iceland,2022,-66.7
Iceland,2023,280.5
Iceland,2024,-50.0
Iceland,2025,131.8
Italy,2015,1.0
Italy,2016,-16.2
Italy,2017,-9.0
Italy,2018,-2.8
Italy,2019,2.9
Italy,2020,-22.0
Italy,2021,23.6
Italy,2022,-16.4
Italy,2023,10.8
Italy,2024,18.3
Italy,2025,8.1
Lithuania,2015,-3.1
Lithuania,2016,30.0
Lithuania,2017,-6.5
Lithuania,2018,-20.3
Lithuania,2019,-14.1
Lithuania,2020,-51.3
Lithuania,2021,6.5
Lithuania,2022,19.5
Lithuania,2023,-20.4
Lithuania,2024,69.3
Lithuania,2025,-32.6
Luxembourg,2015,-3.1
Luxembourg,2016,15.7
Luxembourg,2017,-10.8
Luxembourg,2018,-9.1
Luxembourg,2019,-6.7
Luxembourg,2020,10.7
Luxembourg,2021,0.0
Luxembourg,2022,6.5
Luxembourg,2023,-3.1
Luxembourg,2024,-25.0
Luxembourg,2025,20.8
Latvia,2016,-16.7
Latvia,2017,-9.1
Latvia,2018,-12.0
Latvia,2019,-4.5
Latvia,2020,-28.6
Latvia,2021,-53.3
Latvia,2022,92.9
Latvia,2023,-70.4
Latvia,2024,150.3
Latvia,2025,-30.0
Montenegro,2022,-35.0
Montenegro,2023,7.7
Montenegro,2024,14.3
Montenegro,2025,
North Macedonia,2021,-30.5
North Macedonia,2022,18.8
North Macedonia,2023,-21.0
North Macedonia,2024,6.6
North Macedonia,2025,50.0
Netherlands,2015,-28.4
Netherlands,2016,-2.1
Netherlands,2017,-18.0
Netherlands,2018,8.6
Netherlands,2019,0.0
Netherlands,2020,0.5
Netherlands,2021,-39.2
Netherlands,2022,4.6
Netherlands,2023,74.3
Netherlands,2024,27.0
Netherlands,2025,-25.6
Norway,2016,-8.4
Norway,2017,21.8
Norway,2018,2.1
Norway,2019,-0.5
Norway,2020,-4.8
Norway,2021,-7.8
Norway,2022,-10.4
Norway,2023,15.7
Norway,2024,5.2
Norway,2025,7.9
Poland,2015,-9.1
Poland,2016,-55.0
Poland,2017,38.9
Poland,2018,52.1
Poland,2019,13.1
Poland,2020,-9.3
Poland,2021,-46.1
Poland,2022,9.5
Poland,2023,-39.1
Poland,2024,107.0
Poland,2025,20.7
Portugal,2015,142.5
Portugal,2016,-15.0
Portugal,2017,-32.7
Portugal,2018,-10.8
Portugal,2019,5.1
Portugal,2020,-4.9
Portugal,2021,-10.1
Portugal,2022,5.6
Portugal,2023,10.7
Portugal,2024,0.9
Portugal,2025,40.9
Romania,2016,-58.7
Romania,2017,13.7
Romania,2018,23.7
Romania,2019,43.8
Romania,2020,7.9
Romania,2021,6.5
Romania,2022,-46.2
Romania,2023,2.2
Romania,2024,13.1
Romania,2025,32.8
Serbia,2022,
Serbia,2023,
Serbia,2024,
Serbia,2025,
Sweden,2022,-3.8
Sweden,2023,17.4
Sweden,2024,23.7
Sweden,2025,8.2
Slovenia,2016,-11.1
Slovenia,2017,-3.6
Slovenia,2018,53.8
Slovenia,2019,24.1
Slovenia,2020,-23.3
Slovenia,2021,-2.5
Slovenia,2022,37.7
Slovenia,2023,-17.0
Slovenia,2024,34.0
Slovenia,2025,7.6
Slovakia,2016,0.0
Slovakia,2017,199.4
Slovakia,2018,179.7
Slovakia,2019,13.7
Slovakia,2020,-24.2
Slovakia,2021,-10.6
Slovakia,2022,-33.3
Slovakia,2023,0.0
Slovakia,2024,23.1
Slovakia,2025,17.4
Ukraine,2022,18.2
Ukraine,2023,19.2
Ukraine,2024,-19.4
Ukraine,2025,-4.0
Kosovo*,2022,16.1
Kosovo*,2023,-7.8
Kosovo*,2024,-0.7
Kosovo*,2025,-36.9
Belgium,2015,100.0
Belgium,2016,105.9
Belgium,2017,115.7
Belgium,2018,108.1
Belgium,2019,110.4
Belgium,2020,74.3
Belgium,2021,56.8
Belgium,2022,87.7
Belgium,2023,107.7
Bulgaria,2015,100.0
Bulgaria,2016,72.0
Bulgaria,2017,87.3
Bulgaria,2018,78.0
Bulgaria,2019,61.3
Bulgaria,2020,48.7
Bulgaria,2021,45.3
Bulgaria,2022,70.0
Bulgaria,2023,52.0
Cyprus,2015,100.0
Cyprus,2016,88.9
Cyprus,2017,100.0
Cyprus,2018,33.3
Cyprus,2019,0.0
Cyprus,2020,55.6
Cyprus,2021,11.1
Cyprus,2022,22.2
Cyprus,2023,22.2
Germany,2015,100.0
Germany,2016,97.9
Germany,2017,87.3
Germany,2018,95.1
Germany,2019,90.2
Germany,2020,74.3
Germany,2021,57.7
Germany,2022,51.7
Germany,2023,68.3
Denmark,2015,100.0
Denmark,2016,129.5
Denmark,2017,133.3
Denmark,2018,168.6
Denmark,2019,178.7
Denmark,2020,149.5
Denmark,2021,178.1
Denmark,2022,181.6
Denmark,2023,178.1
Euro area - 19 countries  (2015-2022),2015,100.0
Euro area - 19 countries  (2015-2022),2016,93.4
Euro area - 19 countries  (2015-2022),2017,89.2
Euro area - 19 countries  (2015-2022),2018,95.7
Euro area - 19 countries  (2015-2022),2019,98.2
Euro area - 19 countries  (2015-2022),2020,90.8
Euro area - 19 countries  (2015-2022),2021,127.5
Euro area - 19 countries  (2015-2022),2022,139.7
Euro area - 19 countries  (2015-2022),2023,155.4
Euro area – 20 countries (2023-2025),2015,100.0
Euro area – 20 countries (2023-2025),2016,101.5
Euro area – 20 countries (2023-2025),2017,96.1
Euro area – 20 countries (2023-2025),2018,101.3
Euro area – 20 countries (2023-2025),2019,103.0
Euro area – 20 countries (2023-2025),2020,94.6
Euro area – 20 countries (2023-2025),2021,132.4
Euro area – 20 countries (2023-2025),2022,143.4
Euro area – 20 countries (2023-2025),2023,157.8
Estonia,2015,100.0
Estonia,2016,71.4
Estonia,2017,100.0
Estonia,2018,100.0
Estonia,2019,157.1
Estonia,2020,171.4
Estonia,2021,200.0
Estonia,2022,71.4
Estonia,2023,100.0
Spain,2015,100.0
Spain,2016,89.1
Spain,2017,77.5
Spain,2018,87.4
Spain,2019,108.2
Spain,2020,149.5
Spain,2021,353.2
Spain,2022,397.6
Spain,2023,404.4
European Union - 27 countries (from 2020),2015,100.0
European Union - 27 countries (from 2020),2016,98.5
European Union - 27 countries (from 2020),2017,93.2
European Union - 27 countries (from 2020),2018,98.5
European Union - 27 countries (from 2020),2019,99.6
European Union - 27 countries (from 2020),2020,94.7
European Union - 27 countries (from 2020),2021,127.4
European Union - 27 countries (from 2020),2022,134.2
European Union - 27 countries (from 2020),2023,150.3
France,2015,100.0
France,2016,91.9
France,2017,86.7
France,2018,86.7
France,2019,81.2
France,2020,50.1
France,2021,30.9
France,2022,63.7
France,2023,92.7
Croatia,2015,100.0
Croatia,2016,694.2
Croatia,2017,600.8
Croatia,2018,511.6
Croatia,2019,452.3
Croatia,2020,369.3
Croatia,2021,489.6
Croatia,2022,417.4
Croatia,2023,331.5
Hungary,2015,
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,31.8
Hungary,2022,50.9
Hungary,2023,132.3
Iceland,2015,100.0
Iceland,2016,148.8
Iceland,2017,119.5
Iceland,2018,158.5
Iceland,2019,173.2
Iceland,2020,239.0
Iceland,2021,178.0
Iceland,2022,87.8
Iceland,2023,234.1
Italy,2015,100.0
Italy,2016,95.8
Italy,2017,89.7
Italy,2018,90.4
Italy,2019,99.9
Italy,2020,69.8
Italy,2021,89.9
Italy,2022,80.0
Italy,2023,86.5
Lithuania,2015,100.0
Lithuania,2016,129.9
Lithuania,2017,138.2
Lithuania,2018,98.6
Lithuania,2019,68.8
Lithuania,2020,45.1
Lithuania,2021,40.3
Lithuania,2022,87.5
Lithuania,2023,66.7
Luxembourg,2015,100.0
Luxembourg,2016,91.8
Luxembourg,2017,89.3
Luxembourg,2018,95.1
Luxembourg,2019,107.4
Luxembourg,2020,69.7
Luxembourg,2021,55.7
Luxembourg,2022,92.6
Luxembourg,2023,84.4
Latvia,2015,100.0
Latvia,2016,96.0
Latvia,2017,84.0
Latvia,2018,70.0
Latvia,2019,106.0
Latvia,2020,74.0
Latvia,2021,58.0
Latvia,2022,78.0
Latvia,2023,64.0
Netherlands,2015,100.0
Netherlands,2016,93.5
Netherlands,2017,85.0
Netherlands,2018,87.6
Netherlands,2019,83.0
Netherlands,2020,93.5
Netherlands,2021,36.3
Netherlands,2022,43.8
Netherlands,2023,87.3
Norway,2015,100.0
Norway,2016,124.2
Norway,2017,112.7
Norway,2018,135.2
Norway,2019,137.3
Norway,2020,142.1
Norway,2021,78.8
Norway,2022,107.3
Norway,2023,146.1
Poland,2015,100.0
Poland,2016,78.3
Poland,2017,65.2
Poland,2018,69.6
Poland,2019,65.2
Poland,2020,130.4
Poland,2021,104.3
Poland,2022,47.8
Poland,2023,95.7
Portugal,2015,100.0
Portugal,2016,77.5
Portugal,2017,67.6
Portugal,2018,57.9
Portugal,2019,46.9
Portugal,2020,75.9
Portugal,2021,73.2
Portugal,2022,53.6
Portugal,2023,52.8
Romania,2015,100.0
Romania,2016,50.3
Romania,2017,49.9
Romania,2018,73.1
Romania,2019,87.4
Romania,2020,87.6
Romania,2021,98.4
Romania,2022,51.1
Romania,2023,43.3
Slovenia,2015,100.0
Slovenia,2016,131.3
Slovenia,2017,143.8
Slovenia,2018,161.5
Slovenia,2019,133.3
Slovenia,2020,135.4
Slovenia,2021,132.3
Slovenia,2022,94.8
Slovenia,2023,112.5
Slovakia,2015,100.0
Slovakia,2016,100.0
Slovakia,2017,345.5
Slovakia,2018,663.6
Slovakia,2019,572.7
Slovakia,2020,481.8
Slovakia,2021,336.4
Slovakia,2022,245.5
Slovakia,2023,354.5
Austria,2019,191.8
Austria,2020,105.1
Austria,2021,100.0
Austria,2022,158.6
Austria,2023,176.5
Austria,2024,211.9
Austria,2025,217.4
Belgium,2015,176.0
Belgium,2016,186.3
Belgium,2017,203.7
Belgium,2018,190.4
Belgium,2019,194.3
Belgium,2020,130.9
Belgium,2021,100.0
Belgium,2022,154.4
Belgium,2023,189.5
Belgium,2024,186.2
Belgium,2025,190.6
Bulgaria,2015,220.6
Bulgaria,2016,158.8
Bulgaria,2017,192.6
Bulgaria,2018,172.1
Bulgaria,2019,135.3
Bulgaria,2020,107.4
Bulgaria,2021,100.0
Bulgaria,2022,154.4
Bulgaria,2023,114.7
Bulgaria,2024,61.8
Bulgaria,2025,48.5
Cyprus,2015,900.0
Cyprus,2016,800.0
Cyprus,2017,900.0
Cyprus,2018,300.0
Cyprus,2019,0.0
Cyprus,2020,500.0
Cyprus,2021,100.0
Cyprus,2022,200.0
Cyprus,2023,200.0
Cyprus,2024,100.0
Cyprus,2025,200.0
Czechia,2021,100.0
Czechia,2022,85.7
Czechia,2023,77.5
Czechia,2024,74.3
Czechia,2025,83.3
Germany,2015,173.3
Germany,2016,169.6
Germany,2017,151.3
Germany,2018,164.8
Germany,2019,156.3
Germany,2020,128.7
Germany,2021,100.0
Germany,2022,89.6
Germany,2023,119.1
Germany,2024,146.0
Germany,2025,186.1
Denmark,2015,56.3
Denmark,2016,72.9
Denmark,2017,75.0
Denmark,2018,94.8
Denmark,2019,100.5
Denmark,2020,83.6
Denmark,2021,100.0
Denmark,2022,102.1
Denmark,2023,99.5
Denmark,2024,90.9
Denmark,2025,84.8
Euro area - 19 countries  (2015-2022),2015,165.1
Euro area - 19 countries  (2015-2022),2016,154.6
Euro area - 19 countries  (2015-2022),2017,146.0
Euro area - 19 countries  (2015-2022),2018,145.9
Euro area - 19 countries  (2015-2022),2019,140.7
Euro area - 19 countries  (2015-2022),2020,112.2
Euro area - 19 countries  (2015-2022),2021,100.0
Euro area - 19 countries  (2015-2022),2022,122.2
Euro area - 19 countries  (2015-2022),2023,149.5
Euro area – 20 countries (2023-2025),2015,162.9
Euro area – 20 countries (2023-2025),2016,154.5
Euro area – 20 countries (2023-2025),2017,145.7
Euro area – 20 countries (2023-2025),2018,145.3
Euro area – 20 countries (2023-2025),2019,140.1
Euro area – 20 countries (2023-2025),2020,111.7
Euro area – 20 countries (2023-2025),2021,100.0
Euro area – 20 countries (2023-2025),2022,132.4
Euro area – 20 countries (2023-2025),2023,177.3
Euro area – 20 countries (2023-2025),2024,212.3
Euro area – 20 countries (2023-2025),2025,307.1
Euro area – 21 countries (from 2026),2015,163.9
Euro area – 21 countries (from 2026),2016,154.5
Euro area – 21 countries (from 2026),2017,146.5
Euro area – 21 countries (from 2026),2018,145.7
Euro area – 21 countries (from 2026),2019,140.0
Euro area – 21 countries (from 2026),2020,111.6
Euro area – 21 countries (from 2026),2021,100.0
Euro area – 21 countries (from 2026),2022,132.7
Euro area – 21 countries (from 2026),2023,176.4
Euro area – 21 countries (from 2026),2024,210.0
Euro area – 21 countries (from 2026),2025,303.3
Estonia,2015,50.0
Estonia,2016,35.7
Estonia,2017,50.0
Estonia,2018,50.0
Estonia,2019,78.6
Estonia,2020,85.7
Estonia,2021,100.0
Estonia,2022,35.7
Estonia,2023,50.0
Estonia,2024,64.3
Estonia,2025,71.4
Greece,2021,
Greece,2022,
Greece,2023,
Greece,2024,733.3
Greece,2025,1983.3
Spain,2015,28.3
Spain,2016,25.2
Spain,2017,21.9
Spain,2018,24.7
Spain,2019,30.6
Spain,2020,42.3
Spain,2021,100.0
Spain,2022,112.6
Spain,2023,98.6
Spain,2024,128.2
Spain,2025,141.5
European Union - 27 countries (from 2020),2015,161.4
European Union - 27 countries (from 2020),2016,148.9
European Union - 27 countries (from 2020),2017,140.1
European Union - 27 countries (from 2020),2018,140.0
European Union - 27 countries (from 2020),2019,134.1
European Union - 27 countries (from 2020),2020,110.6
European Union - 27 countries (from 2020),2021,100.0
European Union - 27 countries (from 2020),2022,125.6
European Union - 27 countries (from 2020),2023,169.6
European Union - 27 countries (from 2020),2024,195.5
European Union - 27 countries (from 2020),2025,275.3
Finland,2020,97.3
Finland,2021,100.0
Finland,2022,116.1
Finland,2023,154.3
Finland,2024,158.3
Finland,2025,182.1
France,2015,323.4
France,2016,297.4
France,2017,280.5
France,2018,280.3
France,2019,262.5
France,2020,161.9
France,2021,100.0
France,2022,205.6
France,2023,299.4
France,2024,328.8
France,2025,358.6
Croatia,2015,20.4
Croatia,2016,141.8
Croatia,2017,122.7
Croatia,2018,104.5
Croatia,2019,92.4
Croatia,2020,75.4
Croatia,2021,100.0
Croatia,2022,85.3
Croatia,2023,67.7
Croatia,2024,76.8
Croatia,2025,54.6
Hungary,2015,
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,100.0
Hungary,2022,159.8
Hungary,2023,415.5
Hungary,2024,304.9
Hungary,2025,265.5
Iceland,2015,56.2
Iceland,2016,83.6
Iceland,2017,67.1
Iceland,2018,89.0
Iceland,2019,97.3
Iceland,2020,134.2
Iceland,2021,100.0
Iceland,2022,49.3
Iceland,2023,131.5
Iceland,2024,109.6
Iceland,2025,105.5
Italy,2015,111.2
Italy,2016,106.6
Italy,2017,99.8
Italy,2018,100.6
Italy,2019,111.1
Italy,2020,77.7
Italy,2021,100.0
Italy,2022,89.0
Italy,2023,96.2
Italy,2024,115.3
Italy,2025,111.2
Lithuania,2015,248.3
Lithuania,2016,322.4
Lithuania,2017,343.1
Lithuania,2018,244.8
Lithuania,2019,170.7
Lithuania,2020,112.1
Lithuania,2021,100.0
Lithuania,2022,217.2
Lithuania,2023,165.5
Lithuania,2024,113.8
Lithuania,2025,163.8
Luxembourg,2015,179.4
Luxembourg,2016,164.7
Luxembourg,2017,160.3
Luxembourg,2018,170.6
Luxembourg,2019,192.6
Luxembourg,2020,125.0
Luxembourg,2021,100.0
Luxembourg,2022,166.2
Luxembourg,2023,151.5
Luxembourg,2024,164.7
Luxembourg,2025,176.5
Latvia,2015,172.4
Latvia,2016,165.5
Latvia,2017,144.8
Latvia,2018,120.7
Latvia,2019,182.8
Latvia,2020,127.6
Latvia,2021,100.0
Latvia,2022,134.5
Latvia,2023,110.3
Latvia,2024,93.1
Latvia,2025,103.4
Montenegro,2021,100.0
Montenegro,2022,139.5
Montenegro,2023,61.6
Montenegro,2024,84.9
Montenegro,2025,
North Macedonia,2020,112.0
North Macedonia,2021,100.0
North Macedonia,2022,56.0
North Macedonia,2023,88.0
North Macedonia,2024,108.0
North Macedonia,2025,76.0
Netherlands,2015,275.7
Netherlands,2016,257.7
Netherlands,2017,234.2
Netherlands,2018,241.4
Netherlands,2019,228.8
Netherlands,2020,257.7
Netherlands,2021,100.0
Netherlands,2022,120.7
Netherlands,2023,240.5
Netherlands,2024,339.6
Netherlands,2025,312.6
Norway,2015,126.9
Norway,2016,157.7
Norway,2017,143.1
Norway,2018,171.5
Norway,2019,174.2
Norway,2020,180.4
Norway,2021,100.0
Norway,2022,136.2
Norway,2023,185.4
Norway,2024,158.8
Norway,2025,155.4
Poland,2015,100.0
Poland,2016,75.0
Poland,2017,62.5
Poland,2018,66.7
Poland,2019,62.5
Poland,2020,125.0
Poland,2021,100.0
Poland,2022,45.8
Poland,2023,91.7
Poland,2024,45.8
Poland,2025,37.5
Portugal,2015,136.6
Portugal,2016,105.9
Portugal,2017,92.3
Portugal,2018,79.1
Portugal,2019,64.1
Portugal,2020,103.7
Portugal,2021,100.0
Portugal,2022,73.3
Portugal,2023,72.2
Portugal,2024,74.4
Portugal,2025,73.3
Romania,2015,101.7
Romania,2016,51.1
Romania,2017,50.8
Romania,2018,74.3
Romania,2019,88.8
Romania,2020,89.1
Romania,2021,100.0
Romania,2022,51.9
Romania,2023,44.0
Romania,2024,53.6
Romania,2025,56.6
Serbia,2021,
Serbia,2022,
Serbia,2023,
Serbia,2024,
Serbia,2025,
Sweden,2021,100.0
Sweden,2022,102.8
Sweden,2023,118.2
Sweden,2024,160.1
Sweden,2025,166.4
Slovenia,2015,75.6
Slovenia,2016,99.2
Slovenia,2017,108.7
Slovenia,2018,122.0
Slovenia,2019,100.8
Slovenia,2020,102.4
Slovenia,2021,100.0
Slovenia,2022,71.7
Slovenia,2023,85.0
Slovenia,2024,81.1
Slovenia,2025,93.7
Slovakia,2015,29.7
Slovakia,2016,29.7
Slovakia,2017,102.7
Slovakia,2018,197.3
Slovakia,2019,170.3
Slovakia,2020,143.2
Slovakia,2021,100.0
Slovakia,2022,73.0
Slovakia,2023,105.4
Slovakia,2024,83.8
Slovakia,2025,86.5
Ukraine,2021,100.0
Ukraine,2022,37.5
Ukraine,2023,100.0
Ukraine,2024,50.0
Ukraine,2025,100.0
Kosovo*,2021,100.0
Kosovo*,2022,80.0
Kosovo*,2023,85.5
Kosovo*,2024,123.6
Kosovo*,2025,87.3
Austria,2020,-45.2
Austria,2021,-4.9
Austria,2022,58.6
Austria,2023,11.3
Austria,2024,20.1
Austria,2025,2.6
Belgium,2015,-8.4
Belgium,2016,5.9
Belgium,2017,9.3
